,illumina_probe_id
42217,cg23640701
42218,cg23640903
42219,cg23641145
42220,cg23641237
42221,cg23641264
42222,cg23641267
42223,cg23641852
42224,cg23642747
42225,cg23643330
42226,cg23644127
42227,cg23644213
42228,cg23645091
42229,cg23646343
42230,cg23646614
42231,cg23647410
42232,cg23648239
42233,cg23648810
42234,cg23649708
42235,cg23651356
42236,cg23651728
42237,cg23651872
42238,cg23652526
42239,cg23652939
42240,cg23653008
42241,cg23653187
42242,cg23653712
42243,cg23654219
42244,cg23654401
42245,cg23654545
42246,cg23655719
42247,cg23655939
42248,cg23656300
42249,cg23656380
42250,cg23656386
42251,cg23657179
42252,cg23657252
42253,cg23657409
42254,cg23659289
42255,cg23660191
42256,cg23660678
42257,cg23660999
42258,cg23661466
42259,cg23661483
42260,cg23661721
42261,cg23662675
42262,cg23663332
42263,cg23663476
42264,cg23663547
42265,cg23663774
42266,cg23665568
42267,cg23665603
42268,cg23665802
42269,cg23666378
42270,cg23667407
42271,cg23667432
42272,cg23667933
42273,cg23668184
42274,cg23668257
42275,cg23668631
42276,cg23669081
42277,cg23670055
42278,cg23670203
42279,cg23670353
42280,cg23670794
42281,cg23671196
42282,cg23671708
42283,cg23672278
42284,cg23672659
42285,cg23673107
42286,cg23673974
42287,cg23674788
42288,cg23674882
42289,cg23675214
42290,cg23676151
42291,cg23676439
42292,cg23677243
42293,cg23677657
42294,cg23678254
42295,cg23678594
42296,cg23679085
42297,cg23679344
42298,cg23679492
42299,cg23679724
42300,cg23679819
42301,cg23680451
42302,cg23680518
42303,cg23680900
42304,cg23680936
42305,cg23681213
42306,cg23681243
42307,cg23681311
42308,cg23681440
42309,cg23682913
42310,cg23683497
42311,cg23683800
42312,cg23684410
42313,cg23684449
42314,cg23684521
42315,cg23684636
42316,cg23685102
42317,cg23685580
42318,cg23686014
42319,cg23687000
42320,cg23687098
42321,cg23687103
42322,cg23687186
42323,cg23687192
42324,cg23687319
42325,cg23687466
42326,cg23687960
42327,cg23687971
42328,cg23688510
42329,cg23689428
42330,cg23689916
42331,cg23690264
42332,cg23690380
42333,cg23690893
42334,cg23691894
42335,cg23694248
42336,cg23694557
42337,cg23695504
42338,cg23696472
42339,cg23696618
42340,cg23696712
42341,cg23696752
42342,cg23696834
42343,cg23696886
42344,cg23696949
42345,cg23698058
42346,cg23698287
42347,cg23698969
42348,cg23699196
42349,cg23699324
42350,cg23700778
42351,cg23702568
42352,cg23702848
42353,cg23704082
42354,cg23704362
42355,cg23704703
42356,cg23705973
42357,cg23706211
42358,cg23706422
42359,cg23706782
42360,cg23707493
42361,cg23707905
42362,cg23708209
42363,cg23708288
42364,cg23708361
42365,cg23709121
42366,cg23709290
42367,cg23709535
42368,cg23709838
42369,cg23710218
42370,cg23710475
42371,cg23712458
42372,cg23712594
42373,cg23712855
42374,cg23713520
42375,cg23713724
42376,cg23713742
42377,cg23714856
42378,cg23715029
42379,cg23715749
42380,cg23716141
42381,cg23716800
42382,cg23718917
42383,cg23719157
42384,cg23719367
42385,cg23719534
42386,cg23721140
42387,cg23722096
42388,cg23722438
42389,cg23722529
42390,cg23722790
42391,cg23722792
42392,cg23723486
42393,cg23723793
42394,cg23723933
42395,cg23724447
42396,cg23726559
42397,cg23727043
42398,cg23727072
42399,cg23727983
42400,cg23728060
42401,cg23729417
42402,cg23729443
42403,cg23730027
42404,cg23731089
42405,cg23731272
42406,cg23731466
42407,cg23731595
42408,cg23731764
42409,cg23731826
42410,cg23732024
42411,cg23732182
42412,cg23732483
42413,cg23732781
42414,cg23733753
42415,cg23733845
42416,cg23735745
42417,cg23737055
42418,cg23737263
42419,cg23738770
42420,cg23739036
42421,cg23739746
42422,cg23739862
42423,cg23740844
42424,cg23741006
42425,cg23741330
42426,cg23743114
42427,cg23744433
42428,cg23745290
42429,cg23746359
42430,cg23746577
42431,cg23748737
42432,cg23749046
42433,cg23749163
42434,cg23749760
42435,cg23749856
42436,cg23750556
42437,cg23751724
42438,cg23751922
42439,cg23752828
42440,cg23752923
42441,cg23752985
42442,cg23753006
42443,cg23753610
42444,cg23753748
42445,cg23754772
42446,cg23756219
42447,cg23756251
42448,cg23756264
42449,cg23756272
42450,cg23758305
42451,cg23758485
42452,cg23758703
42453,cg23759710
42454,cg23760945
42455,cg23761196
42456,cg23761264
42457,cg23762517
42458,cg23764381
42459,cg23765993
42460,cg23766254
42461,cg23767977
42462,cg23769143
42463,cg23770271
42464,cg23770904
42465,cg23771366
42466,cg23771603
42467,cg23771661
42468,cg23771929
42469,cg23772226
42470,cg23772500
42471,cg23772557
42472,cg23773532
42473,cg23776012
42474,cg23776217
42475,cg23777740
42476,cg23777956
42477,cg23779106
42478,cg23779331
42479,cg23780937
42480,cg23780947
42481,cg23781467
42482,cg23782083
42483,cg23782145
42484,cg23785882
42485,cg23786209
42486,cg23786576
42487,cg23786580
42488,cg23788167
42489,cg23790767
42490,cg23791626
42491,cg23792308
42492,cg23792364
42493,cg23792978
42494,cg23793500
42495,cg23793686
42496,cg23795623
42497,cg23796040
42498,cg23796967
42499,cg23797100
42500,cg23797200
42501,cg23797411
42502,cg23797615
42503,cg23798387
42504,cg23799276
42505,cg23799313
42506,cg23801057
42507,cg23803022
42508,cg23804620
42509,cg23804921
42510,cg23805357
42511,cg23807559
42512,cg23807570
42513,cg23807646
42514,cg23808301
42515,cg23811057
42516,cg23811268
42517,cg23813012
42518,cg23813257
42519,cg23814743
42520,cg23815000
42521,cg23815491
42522,cg23815853
42523,cg23816572
42524,cg23816737
42525,cg23819411
42526,cg23820285
42527,cg23822915
42528,cg23824713
42529,cg23824801
42530,cg23824815
42531,cg23824902
42532,cg23825057
42533,cg23825480
42534,cg23827531
42535,cg23827867
42536,cg23828212
42537,cg23828301
42538,cg23828595
42539,cg23828876
42540,cg23829395
42541,cg23829949
42542,cg23830037
42543,cg23830326
42544,cg23831876
42545,cg23832061
42546,cg23832225
42547,cg23833033
42548,cg23833452
42549,cg23833896
42550,cg23834593
42551,cg23835812
42552,cg23836594
42553,cg23837109
42554,cg23837897
42555,cg23838005
42556,cg23838179
42557,cg23838531
42558,cg23839136
42559,cg23839159
42560,cg23839682
42561,cg23839687
42562,cg23840027
42563,cg23841186
42564,cg23842572
42565,cg23843505
42566,cg23843705
42567,cg23843812
42568,cg23844090
42569,cg23845009
42570,cg23845310
42571,cg23845507
42572,cg23845773
42573,cg23846712
42574,cg23847017
42575,cg23847109
42576,cg23847381
42577,cg23847712
42578,cg23848052
42579,cg23849826
42580,cg23850212
42581,cg23850277
42582,cg23850281
42583,cg23850377
42584,cg23851205
42585,cg23851558
42586,cg23852001
42587,cg23854009
42588,cg23854921
42589,cg23855093
42590,cg23855121
42591,cg23855319
42592,cg23855392
42593,cg23855566
42594,cg23855818
42595,cg23855989
42596,cg23858074
42597,cg23858565
42598,cg23859078
42599,cg23859208
42600,cg23859635
42601,cg23860088
42602,cg23860325
42603,cg23861668
42604,cg23861715
42605,cg23862713
42606,cg23862908
42607,cg23863670
42608,cg23864823
42609,cg23865067
42610,cg23865698
42611,cg23865980
42612,cg23866755
42613,cg23866916
42614,cg23867494
42615,cg23867624
42616,cg23867673
42617,cg23868119
42618,cg23871933
42619,cg23873703
42620,cg23874078
42621,cg23874437
42622,cg23876292
42623,cg23877385
42624,cg23877786
42625,cg23878206
42626,cg23878241
42627,cg23879147
42628,cg23881601
42629,cg23881725
42630,cg23881971
42631,cg23882824
42632,cg23883632
42633,cg23883696
42634,cg23884241
42635,cg23886355
42636,cg23886551
42637,cg23886755
42638,cg23887102
42639,cg23887396
42640,cg23887948
42641,cg23888423
42642,cg23889010
42643,cg23889021
42644,cg23889047
42645,cg23889684
42646,cg23889730
42647,cg23889771
42648,cg23890282
42649,cg23891360
42650,cg23891487
42651,cg23892645
42652,cg23893332
42653,cg23893898
42654,cg23894003
42655,cg23894058
42656,cg23894539
42657,cg23895722
42658,cg23896056
42659,cg23896353
42660,cg23896514
42661,cg23896806
42662,cg23896972
42663,cg23897302
42664,cg23898073
42665,cg23898859
42666,cg23900225
42667,cg23901852
42668,cg23901896
42669,cg23901918
42670,cg23902114
42671,cg23902454
42672,cg23902550
42673,cg23902994
42674,cg23903252
42675,cg23903708
42676,cg23904249
42677,cg23904266
42678,cg23904955
42679,cg23905308
42680,cg23906144
42681,cg23906291
42682,cg23906454
42683,cg23906738
42684,cg23906760
42685,cg23907051
42686,cg23907053
42687,cg23907108
42688,cg23909079
42689,cg23909343
42690,cg23909633
42691,cg23910243
42692,cg23910835
42693,cg23911433
42694,cg23911465
42695,cg23911972
42696,cg23912721
42697,cg23912823
42698,cg23913400
42699,cg23913941
42700,cg23913963
42701,cg23915008
42702,cg23915111
42703,cg23916158
42704,cg23916845
42705,cg23916896
42706,cg23916948
42707,cg23917006
42708,cg23917399
42709,cg23917513
42710,cg23917844
42711,cg23918047
42712,cg23918296
42713,cg23919111
42714,cg23919568
42715,cg23919844
42716,cg23919845
42717,cg23919865
42718,cg23920441
42719,cg23920917
42720,cg23921534
42721,cg23922081
42722,cg23922454
42723,cg23922708
42724,cg23922914
42725,cg23923462
42726,cg23923934
42727,cg23924526
42728,cg23924737
42729,cg23924887
42730,cg23925513
42731,cg23926526
42732,cg23926715
42733,cg23927367
42734,cg23927970
42735,cg23928512
42736,cg23928726
42737,cg23928824
42738,cg23930945
42739,cg23931381
42740,cg23933216
42741,cg23933241
42742,cg23933345
42743,cg23934295
42744,cg23934404
42745,cg23934598
42746,cg23934633
42747,cg23934731
42748,cg23935746
42749,cg23936031
42750,cg23936476
42751,cg23938476
42752,cg23939077
42753,cg23939096
42754,cg23940612
42755,cg23940655
42756,cg23941599
42757,cg23943360
42758,cg23943801
42759,cg23943829
42760,cg23944251
42761,cg23944572
42762,cg23945793
42763,cg23947872
42764,cg23948756
42765,cg23948843
42766,cg23948874
42767,cg23950157
42768,cg23950233
42769,cg23950714
42770,cg23950724
42771,cg23950788
42772,cg23951868
42773,cg23953133
42774,cg23953396
42775,cg23953697
42776,cg23953831
42777,cg23954206
42778,cg23954655
42779,cg23955417
42780,cg23955970
42781,cg23956760
42782,cg23957084
42783,cg23957424
42784,cg23957915
42785,cg23960324
42786,cg23960707
42787,cg23960723
42788,cg23960736
42789,cg23962746
42790,cg23963071
42791,cg23963136
42792,cg23964386
42793,cg23964682
42794,cg23964724
42795,cg23965588
42796,cg23966705
42797,cg23966795
42798,cg23967169
42799,cg23967850
42800,cg23968383
42801,cg23968456
42802,cg23968678
42803,cg23969338
42804,cg23970089
42805,cg23970338
42806,cg23970523
42807,cg23970785
42808,cg23971987
42809,cg23972869
42810,cg23973000
42811,cg23973429
42812,cg23973524
42813,cg23973566
42814,cg23974202
42815,cg23975251
42816,cg23975840
42817,cg23976431
42818,cg23976981
42819,cg23977256
42820,cg23977631
42821,cg23977670
42822,cg23977888
42823,cg23978322
42824,cg23978358
42825,cg23978557
42826,cg23979923
42827,cg23980776
42828,cg23981354
42829,cg23982858
42830,cg23983173
42831,cg23983340
42832,cg23983449
42833,cg23983884
42834,cg23983887
42835,cg23984059
42836,cg23984434
42837,cg23985447
42838,cg23986590
42839,cg23987134
42840,cg23987137
42841,cg23988310
42842,cg23989110
42843,cg23989207
42844,cg23989635
42845,cg23990273
42846,cg23990557
42847,cg23990942
42848,cg23991947
42849,cg23992493
42850,cg23993660
42851,cg23994112
42852,cg23995753
42853,cg23995914
42854,cg23996241
42855,cg23996306
42856,cg23998240
42857,cg23998987
42858,cg23999170
42859,cg23999932
42860,cg24000099
42861,cg24000189
42862,cg24000218
42863,cg24000908
42864,cg24001070
42865,cg24002003
42866,cg24002010
42867,cg24002887
42868,cg24003306
42869,cg24003542
42870,cg24006361
42871,cg24008238
42872,cg24008892
42873,cg24009109
42874,cg24009118
42875,cg24009736
42876,cg24010336
42877,cg24010658
42878,cg24010952
42879,cg24011073
42880,cg24011341
42881,cg24012034
42882,cg24012157
42883,cg24012880
42884,cg24012887
42885,cg24012925
42886,cg24013213
42887,cg24014020
42888,cg24014661
42889,cg24015249
42890,cg24016844
42891,cg24019564
42892,cg24019851
42893,cg24020152
42894,cg24020157
42895,cg24021956
42896,cg24022829
42897,cg24023489
42898,cg24023606
42899,cg24024214
42900,cg24024528
42901,cg24024660
42902,cg24024661
42903,cg24024833
42904,cg24025550
42905,cg24026619
42906,cg24027342
42907,cg24027679
42908,cg24028122
42909,cg24028809
42910,cg24030425
42911,cg24030449
42912,cg24030627
42913,cg24030630
42914,cg24031355
42915,cg24031606
42916,cg24032304
42917,cg24033122
42918,cg24033558
42919,cg24034005
42920,cg24034289
42921,cg24034992
42922,cg24035229
42923,cg24035245
42924,cg24035370
42925,cg24035898
42926,cg24035953
42927,cg24035962
42928,cg24037820
42929,cg24038105
42930,cg24038764
42931,cg24039631
42932,cg24039780
42933,cg24039962
42934,cg24040595
42935,cg24041556
42936,cg24041977
42937,cg24041995
42938,cg24042452
42939,cg24042923
42940,cg24043192
42941,cg24043307
42942,cg24044501
42943,cg24046110
42944,cg24046155
42945,cg24046474
42946,cg24049050
42947,cg24049468
42948,cg24049493
42949,cg24049888
42950,cg24051242
42951,cg24051481
42952,cg24051818
42953,cg24052239
42954,cg24052338
42955,cg24053375
42956,cg24053587
42957,cg24053619
42958,cg24054190
42959,cg24054653
42960,cg24054898
42961,cg24056365
42962,cg24056562
42963,cg24056567
42964,cg24058120
42965,cg24058132
42966,cg24058365
42967,cg24058386
42968,cg24058805
42969,cg24059075
42970,cg24060890
42971,cg24060938
42972,cg24063470
42973,cg24063856
42974,cg24063962
42975,cg24064224
42976,cg24064639
42977,cg24065504
42978,cg24067118
42979,cg24067652
42980,cg24067911
42981,cg24068229
42982,cg24068372
42983,cg24068708
42984,cg24068972
42985,cg24069559
42986,cg24070847
42987,cg24070990
42988,cg24073022
42989,cg24073122
42990,cg24073161
42991,cg24074477
42992,cg24074783
42993,cg24075175
42994,cg24075743
42995,cg24076392
42996,cg24076399
42997,cg24076884
42998,cg24076965
42999,cg24077102
43000,cg24077317
43001,cg24078828
43002,cg24079455
43003,cg24079702
43004,cg24079727
43005,cg24080529
43006,cg24081819
43007,cg24082368
43008,cg24082440
43009,cg24082826
43010,cg24083746
43011,cg24084564
43012,cg24085258
43013,cg24086068
43014,cg24087944
43015,cg24088229
43016,cg24088408
43017,cg24088438
43018,cg24088496
43019,cg24088639
43020,cg24088751
43021,cg24089600
43022,cg24090911
43023,cg24091438
43024,cg24091474
43025,cg24091698
43026,cg24092253
43027,cg24092773
43028,cg24095374
43029,cg24098302
43030,cg24098951
43031,cg24100167
43032,cg24100636
43033,cg24101009
43034,cg24101359
43035,cg24101492
43036,cg24101578
43037,cg24101873
43038,cg24102266
43039,cg24102360
43040,cg24104611
43041,cg24105081
43042,cg24105685
43043,cg24105933
43044,cg24107142
43045,cg24107581
43046,cg24107728
43047,cg24108508
43048,cg24109116
43049,cg24109894
43050,cg24109980
43051,cg24110050
43052,cg24110063
43053,cg24110916
43054,cg24111025
43055,cg24112628
43056,cg24112882
43057,cg24114154
43058,cg24115040
43059,cg24115571
43060,cg24115593
43061,cg24115627
43062,cg24116028
43063,cg24116380
43064,cg24116886
43065,cg24117274
43066,cg24117442
43067,cg24117468
43068,cg24119607
43069,cg24119717
43070,cg24119869
43071,cg24120841
43072,cg24121001
43073,cg24121436
43074,cg24122922
43075,cg24123124
43076,cg24123198
43077,cg24123780
43078,cg24124145
43079,cg24124398
43080,cg24124789
43081,cg24124954
43082,cg24124977
43083,cg24125648
43084,cg24125710
43085,cg24125828
43086,cg24126180
43087,cg24126567
43088,cg24126759
43089,cg24126851
43090,cg24127061
43091,cg24127874
43092,cg24130043
43093,cg24131359
43094,cg24132694
43095,cg24133115
43096,cg24134767
43097,cg24134897
43098,cg24135615
43099,cg24135793
43100,cg24136205
43101,cg24136318
43102,cg24136586
43103,cg24136700
43104,cg24137081
43105,cg24137448
43106,cg24137511
43107,cg24138084
43108,cg24139421
43109,cg24139443
43110,cg24139720
43111,cg24139739
43112,cg24139895
43113,cg24140528
43114,cg24140586
43115,cg24141135
43116,cg24141382
43117,cg24142014
43118,cg24142106
43119,cg24142464
43120,cg24142775
43121,cg24143611
43122,cg24144083
43123,cg24145210
43124,cg24146100
43125,cg24146166
43126,cg24147024
43127,cg24147543
43128,cg24147596
43129,cg24148044
43130,cg24149051
43131,cg24150153
43132,cg24150385
43133,cg24150528
43134,cg24150662
43135,cg24152605
43136,cg24152857
43137,cg24154132
43138,cg24154474
43139,cg24154699
43140,cg24154839
43141,cg24155190
43142,cg24155427
43143,cg24155668
43144,cg24156261
43145,cg24156613
43146,cg24156746
43147,cg24157392
43148,cg24157854
43149,cg24158160
43150,cg24158259
43151,cg24158363
43152,cg24158546
43153,cg24159436
43154,cg24159514
43155,cg24160158
43156,cg24160243
43157,cg24163210
43158,cg24163242
43159,cg24164786
43160,cg24165121
43161,cg24165638
43162,cg24165760
43163,cg24166018
43164,cg24166097
43165,cg24166100
43166,cg24166457
43167,cg24166628
43168,cg24166864
43169,cg24167037
43170,cg24167841
43171,cg24167928
43172,cg24168221
43173,cg24168413
43174,cg24169315
43175,cg24169822
43176,cg24169915
43177,cg24170040
43178,cg24170085
43179,cg24170090
43180,cg24170465
43181,cg24170535
43182,cg24171152
43183,cg24171555
43184,cg24171907
43185,cg24172509
43186,cg24172553
43187,cg24173049
43188,cg24173182
43189,cg24173629
43190,cg24174557
43191,cg24176563
43192,cg24176731
43193,cg24178740
43194,cg24178897
43195,cg24180006
43196,cg24181591
43197,cg24182328
43198,cg24182521
43199,cg24183173
43200,cg24183958
43201,cg24186901
43202,cg24188163
43203,cg24189696
43204,cg24190603
43205,cg24192663
43206,cg24194132
43207,cg24194539
43208,cg24194941
43209,cg24195359
43210,cg24195365
43211,cg24195486
43212,cg24195524
43213,cg24196046
43214,cg24197445
43215,cg24198558
43216,cg24198678
43217,cg24198840
43218,cg24199006
43219,cg24199203
43220,cg24199834
43221,cg24200059
43222,cg24200083
43223,cg24201362
43224,cg24201793
43225,cg24202119
43226,cg24202706
43227,cg24202916
43228,cg24204740
43229,cg24205633
43230,cg24206256
43231,cg24206694
43232,cg24207176
43233,cg24208172
43234,cg24208206
43235,cg24210717
43236,cg24210813
43237,cg24211388
43238,cg24211742
43239,cg24212377
43240,cg24213719
43241,cg24214470
43242,cg24215727
43243,cg24216294
43244,cg24216915
43245,cg24216966
43246,cg24217726
43247,cg24217877
43248,cg24217948
43249,cg24218620
43250,cg24219058
43251,cg24219638
43252,cg24219962
43253,cg24219974
43254,cg24219985
43255,cg24220122
43256,cg24221648
43257,cg24221738
43258,cg24222324
43259,cg24222435
43260,cg24222546
43261,cg24222580
43262,cg24222995
43263,cg24224501
43264,cg24228532
43265,cg24229750
43266,cg24229819
43267,cg24229963
43268,cg24230340
43269,cg24231380
43270,cg24231558
43271,cg24231716
43272,cg24231804
43273,cg24232083
43274,cg24232444
43275,cg24233194
43276,cg24234270
43277,cg24234277
43278,cg24235037
43279,cg24235633
43280,cg24235882
43281,cg24236559
43282,cg24236938
43283,cg24237439
43284,cg24237576
43285,cg24237862
43286,cg24238205
43287,cg24238409
43288,cg24239148
43289,cg24239808
43290,cg24240626
43291,cg24241455
43292,cg24242194
43293,cg24242823
43294,cg24243879
43295,cg24244000
43296,cg24247370
43297,cg24247537
43298,cg24247865
43299,cg24248049
43300,cg24248317
43301,cg24249486
43302,cg24249791
43303,cg24250393
43304,cg24250902
43305,cg24251035
43306,cg24251135
43307,cg24252723
43308,cg24254120
43309,cg24254206
43310,cg24255209
43311,cg24257309
43312,cg24257768
43313,cg24257776
43314,cg24258005
43315,cg24258347
43316,cg24259244
43317,cg24262376
43318,cg24262469
43319,cg24263062
43320,cg24263233
43321,cg24264578
43322,cg24264679
43323,cg24265806
43324,cg24265969
43325,cg24266238
43326,cg24266542
43327,cg24266651
43328,cg24267699
43329,cg24267801
43330,cg24268343
43331,cg24269276
43332,cg24269657
43333,cg24269846
43334,cg24270244
43335,cg24272559
43336,cg24272907
43337,cg24273512
43338,cg24274272
43339,cg24274600
43340,cg24274662
43341,cg24275315
43342,cg24275354
43343,cg24275475
43344,cg24276445
43345,cg24276491
43346,cg24277586
43347,cg24277817
43348,cg24278076
43349,cg24278423
43350,cg24280540
43351,cg24280832
43352,cg24283842
43353,cg24284910
43354,cg24286767
43355,cg24287110
43356,cg24287460
43357,cg24289167
43358,cg24290574
43359,cg24291845
43360,cg24292612
43361,cg24293567
43362,cg24296397
43363,cg24297976
43364,cg24298280
43365,cg24298684
43366,cg24300924
43367,cg24302095
43368,cg24304425
43369,cg24304712
43370,cg24304714
43371,cg24304919
43372,cg24305156
43373,cg24305835
43374,cg24306340
43375,cg24306924
43376,cg24307225
43377,cg24307601
43378,cg24309555
43379,cg24310246
43380,cg24310395
43381,cg24310959
43382,cg24311282
43383,cg24311382
43384,cg24312520
43385,cg24312537
43386,cg24312680
43387,cg24313303
43388,cg24313770
43389,cg24315421
43390,cg24315815
43391,cg24315860
43392,cg24317255
43393,cg24318412
43394,cg24319381
43395,cg24319545
43396,cg24319902
43397,cg24320034
43398,cg24320612
43399,cg24320643
43400,cg24321030
43401,cg24322623
43402,cg24323031
43403,cg24323434
43404,cg24323726
43405,cg24323958
43406,cg24324354
43407,cg24324379
43408,cg24324628
43409,cg24324845
43410,cg24325790
43411,cg24326142
43412,cg24327132
43413,cg24328095
43414,cg24328774
43415,cg24328927
43416,cg24329717
43417,cg24329794
43418,cg24330456
43419,cg24330485
43420,cg24331079
43421,cg24331162
43422,cg24331475
43423,cg24332002
43424,cg24332422
43425,cg24332433
43426,cg24332710
43427,cg24332767
43428,cg24333473
43429,cg24333621
43430,cg24334029
43431,cg24334591
43432,cg24334790
43433,cg24334879
43434,cg24334983
43435,cg24335149
43436,cg24335895
43437,cg24335984
43438,cg24336531
43439,cg24336674
43440,cg24336808
43441,cg24337809
43442,cg24338091
43443,cg24338780
43444,cg24340572
43445,cg24340657
43446,cg24340926
43447,cg24341129
43448,cg24341177
43449,cg24341220
43450,cg24341536
43451,cg24341800
43452,cg24341911
43453,cg24341944
43454,cg24342283
43455,cg24342628
43456,cg24343515
43457,cg24345138
43458,cg24345247
43459,cg24345793
43460,cg24346637
43461,cg24347720
43462,cg24348981
43463,cg24349555
43464,cg24349832
43465,cg24350475
43466,cg24351198
43467,cg24352530
43468,cg24352736
43469,cg24353217
43470,cg24353466
43471,cg24353833
43472,cg24355006
43473,cg24355048
43474,cg24355174
43475,cg24356544
43476,cg24356797
43477,cg24357161
43478,cg24358465
43479,cg24358529
43480,cg24358846
43481,cg24360034
43482,cg24360871
43483,cg24361098
43484,cg24361265
43485,cg24361586
43486,cg24362016
43487,cg24362401
43488,cg24362812
43489,cg24362824
43490,cg24363020
43491,cg24363955
43492,cg24364574
43493,cg24364827
43494,cg24365867
43495,cg24366557
43496,cg24366702
43497,cg24367957
43498,cg24368848
43499,cg24368962
43500,cg24369989
43501,cg24371157
43502,cg24371225
43503,cg24371383
43504,cg24371574
43505,cg24373369
43506,cg24373760
43507,cg24375409
43508,cg24375627
43509,cg24375748
43510,cg24376537
43511,cg24376793
43512,cg24376810
43513,cg24377133
43514,cg24377495
43515,cg24377560
43516,cg24378421
43517,cg24379915
43518,cg24380653
43519,cg24381155
43520,cg24381587
43521,cg24382521
43522,cg24384676
43523,cg24385322
43524,cg24385652
43525,cg24386906
43526,cg24387380
43527,cg24389054
43528,cg24389217
43529,cg24389347
43530,cg24389359
43531,cg24390713
43532,cg24391122
43533,cg24392479
43534,cg24392574
43535,cg24392939
43536,cg24393316
43537,cg24394172
43538,cg24394631
43539,cg24394865
43540,cg24394891
43541,cg24395117
43542,cg24396745
43543,cg24399122
43544,cg24399405
43545,cg24399529
43546,cg24401262
43547,cg24401487
43548,cg24401557
43549,cg24401737
43550,cg24401912
43551,cg24402880
43552,cg24403338
43553,cg24403644
43554,cg24404823
43555,cg24404909
43556,cg24405567
43557,cg24405636
43558,cg24405700
43559,cg24406240
43560,cg24406344
43561,cg24407065
43562,cg24407308
43563,cg24407596
43564,cg24408199
43565,cg24408313
43566,cg24408511
43567,cg24408769
43568,cg24408817
43569,cg24409107
43570,cg24409808
43571,cg24411312
43572,cg24411961
43573,cg24413778
43574,cg24414089
43575,cg24414325
43576,cg24414363
43577,cg24415208
43578,cg24415468
43579,cg24417499
43580,cg24420089
43581,cg24420366
43582,cg24420778
43583,cg24421410
43584,cg24422316
43585,cg24423088
43586,cg24423806
43587,cg24424381
43588,cg24424545
43589,cg24425149
43590,cg24425727
43591,cg24426405
43592,cg24426691
43593,cg24427660
43594,cg24427724
43595,cg24428042
43596,cg24428600
43597,cg24428760
43598,cg24429836
43599,cg24430034
43600,cg24430616
43601,cg24430754
43602,cg24431161
43603,cg24431966
43604,cg24432073
43605,cg24432768
43606,cg24432916
43607,cg24433189
43608,cg24433287
43609,cg24434118
43610,cg24435669
43611,cg24435704
43612,cg24435741
43613,cg24436906
43614,cg24437104
43615,cg24437523
43616,cg24437859
43617,cg24438354
43618,cg24438655
43619,cg24439334
43620,cg24440302
43621,cg24441922
43622,cg24442290
43623,cg24442740
43624,cg24442913
43625,cg24443250
43626,cg24443885
43627,cg24443925
43628,cg24444408
43629,cg24445167
43630,cg24446548
43631,cg24446586
43632,cg24447042
43633,cg24447890
43634,cg24448231
43635,cg24448259
43636,cg24448421
43637,cg24449091
43638,cg24449371
43639,cg24450063
43640,cg24450157
43641,cg24450312
43642,cg24450653
43643,cg24452260
43644,cg24452821
43645,cg24453118
43646,cg24453353
43647,cg24453664
43648,cg24454143
43649,cg24454144
43650,cg24454435
43651,cg24454579
43652,cg24456340
43653,cg24457403
43654,cg24457521
43655,cg24459023
43656,cg24459209
43657,cg24459563
43658,cg24461171
43659,cg24461814
43660,cg24464999
43661,cg24465943
43662,cg24466241
43663,cg24467291
43664,cg24468070
43665,cg24468804
43666,cg24468890
43667,cg24469114
43668,cg24469719
43669,cg24469977
43670,cg24471254
43671,cg24471268
43672,cg24471555
43673,cg24471867
43674,cg24471894
43675,cg24472823
43676,cg24473633
43677,cg24474998
43678,cg24475171
43679,cg24475517
43680,cg24475782
43681,cg24476033
43682,cg24476449
43683,cg24476569
43684,cg24477309
43685,cg24477567
43686,cg24478145
43687,cg24478387
43688,cg24478630
43689,cg24478966
43690,cg24479484
43691,cg24480194
43692,cg24480695
43693,cg24481633
43694,cg24482053
43695,cg24482234
43696,cg24484103
43697,cg24484138
43698,cg24485466
43699,cg24486958
43700,cg24488435
43701,cg24488891
43702,cg24489015
43703,cg24489237
43704,cg24489344
43705,cg24490338
43706,cg24490859
43707,cg24491618
43708,cg24492058
43709,cg24492202
43710,cg24492778
43711,cg24493940
43712,cg24494008
43713,cg24494556
43714,cg24495017
43715,cg24495350
43716,cg24495528
43717,cg24495643
43718,cg24496021
43719,cg24496423
43720,cg24496475
43721,cg24496666
43722,cg24497361
43723,cg24497732
43724,cg24497819
43725,cg24498885
43726,cg24499411
43727,cg24499605
43728,cg24499839
43729,cg24500630
43730,cg24500683
43731,cg24500972
43732,cg24501381
43733,cg24501758
43734,cg24502084
43735,cg24502330
43736,cg24504014
43737,cg24504300
43738,cg24504349
43739,cg24504361
43740,cg24504986
43741,cg24505122
43742,cg24505341
43743,cg24505527
43744,cg24505713
43745,cg24506221
43746,cg24506604
43747,cg24507210
43748,cg24507266
43749,cg24507762
43750,cg24508426
43751,cg24509398
43752,cg24509668
43753,cg24511534
43754,cg24511869
43755,cg24512303
43756,cg24512400
43757,cg24512973
43758,cg24513045
43759,cg24513224
43760,cg24513387
43761,cg24514921
43762,cg24515202
43763,cg24516061
43764,cg24516362
43765,cg24516901
43766,cg24517042
43767,cg24517501
43768,cg24517609
43769,cg24518098
43770,cg24519157
